date,week_number,year,region,therapeutic_area,product,brand,trx,nrx,units,raw_region,raw_ta,raw_product,raw_brand,is_missing_categorical,parsed_date,iso_date,iso_year,iso_week,year_week,is_week_mismatch,clean_region,clean_therapeutic_area,clean_product,clean_brand,clean_trx,clean_nrx,clean_units,is_negative_trx,is_missing_numeric,is_nrx_gt_trx_error,is_duplicate,rejection_reason
2023/07/03,79,2023,,  Cardiology  ,Cardivex,Corvyx Pharma,286.2,78.8,918,,Cardiology,Cardivex,Corvyx Pharma,True,2023-07-03,2023-07-03,2023,27,2023-W27,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,286.2,78.8,918.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
23-Jan-2023,56,2023,  Maharashtra  ,Cardiology,Vascolin,,368.0,82.2,1011,Maharashtra,Cardiology,Vascolin,,True,2023-01-23,2023-01-23,2023,4,2023-W04,False,Maharashtra,Cardiology,Vascolin,Unknown,368.0,82.2,1011.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2022-03-21,12,2022,delhi,DIABETES,Glucotend,,143.2,42.3,434,delhi,DIABETES,Glucotend,,True,2022-03-21,2022-03-21,2022,12,2022-W12,False,Delhi,Diabetes,Glucotend,Unknown,143.2,42.3,434.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
03/17/2025,168,2025,,Respiratory,Respivan,Aerovant Pharma,147.6,45.9,422,,Respiratory,Respivan,Aerovant Pharma,True,2025-03-17,2025-03-17,2025,12,2025-W12,False,Unknown,Respiratory,Respivan,Aerovant Pharma,147.6,45.9,422.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
03/02/2025,162,2025,,cardiology,Vascolin,Zenova Biosciences,305.3,70.1,872,,cardiology,Vascolin,Zenova Biosciences,True,2025-02-03,2025-02-03,2025,6,2025-W06,False,Unknown,Cardiology,Vascolin,Zenova Biosciences,305.3,70.1,872.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
11/09/2023,89,2023,W. Bengal,Respiratory,Airovent,,122.0,24.5,392,W. Bengal,Respiratory,Airovent,,True,2023-09-11,2023-09-11,2023,37,2023-W37,False,West Bengal,Respiratory,Airovent,Unknown,122.0,24.5,392.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
01-Sep-2025,192,2025,,CARDIOLOGY,Cordamet,Meditrix Labs,298.0,85.0,808,,CARDIOLOGY,Cordamet,Meditrix Labs,True,2025-09-01,2025-09-01,2025,36,2025-W36,False,Unknown,Cardiology,Cordamet,Meditrix Labs,298.0,85.0,808.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
24-Feb-2025,165,2025,Andhra Pradesh,cardiology,Cordamet,,174.6,37.6,549,Andhra Pradesh,cardiology,Cordamet,,True,2025-02-24,2025-02-24,2025,9,2025-W09,False,Andhra Pradesh,Cardiology,Cordamet,Unknown,174.6,37.6,549.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2024/11/25,152,2024,DELHI,  Respiratory  ,Airovent,,201.0,50.2,658,DELHI,Respiratory,Airovent,,True,2024-11-25,2024-11-25,2024,48,2024-W48,False,Delhi,Respiratory,Airovent,Unknown,201.0,50.2,658.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2023/10/02,92,2023,,  Cardiology  ,Cordamet,Meditrix Labs,254.3,83.9,786,,Cardiology,Cordamet,Meditrix Labs,True,2023-10-02,2023-10-02,2023,40,2023-W40,False,Unknown,Cardiology,Cordamet,Meditrix Labs,254.3,83.9,786.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2023-12-25,104,2023,rajasthan,Respiratory,Airovent,,196.7,67.8,599,rajasthan,Respiratory,Airovent,,True,2023-12-25,2023-12-25,2023,52,2023-W52,False,Rajasthan,Respiratory,Airovent,Unknown,196.7,67.8,599.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
11-Jul-2022,28,2022,kerala,RESPIRATORY,Bronchel,,104.7,27.5,321,kerala,RESPIRATORY,Bronchel,,True,2022-07-11,2022-07-11,2022,28,2022-W28,False,Kerala,Respiratory,Bronchel,Unknown,104.7,27.5,321.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2023/06/19,77,2023,,DIABETES,Glucotend,Glucera Health,267.2,75.2,819,,DIABETES,Glucotend,Glucera Health,True,2023-06-19,2023-06-19,2023,25,2023-W25,False,Unknown,Diabetes,Glucotend,Glucera Health,267.2,75.2,819.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
07/08/2023,84,2023,  Tamil Nadu  ,Cardiology,Cordamet,,205.0,42.2,559,Tamil Nadu,Cardiology,Cordamet,,True,2023-08-07,2023-08-07,2023,32,2023-W32,False,Tamil Nadu,Cardiology,Cordamet,Unknown,205.0,42.2,559.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
04/18/2022,16,2022,Telangana,RESPIRATORY,Airovent,,114.1,22.0,327,Telangana,RESPIRATORY,Airovent,,True,2022-04-18,2022-04-18,2022,16,2022-W16,False,Telangana,Respiratory,Airovent,Unknown,114.1,22.0,327.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
12/16/2024,155,2024,,  Diabetes  ,Insulyn,Insulara Biotech,329.6,66.0,826,,Diabetes,Insulyn,Insulara Biotech,True,2024-12-16,2024-12-16,2024,51,2024-W51,False,Unknown,Diabetes,Insulyn,Insulara Biotech,329.6,66.0,826.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2025-04-14,172,2025,  Gujarat  ,DIABETES,Metforal,,214.7,59.6,604,Gujarat,DIABETES,Metforal,,True,2025-04-14,2025-04-14,2025,16,2025-W16,False,Gujarat,Diabetes,Metforal,Unknown,214.7,59.6,604.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
18/12/2023,103,2023,,Cardiology,Vascolin,Zenova Biosciences,222.4,50.0,563,,Cardiology,Vascolin,Zenova Biosciences,True,2023-12-18,2023-12-18,2023,51,2023-W51,False,Unknown,Cardiology,Vascolin,Zenova Biosciences,222.4,50.0,563.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2024-07-08,132,2024,  Delhi  ,cardiology,Cardivex,,120.9,34.1,410,Delhi,cardiology,Cardivex,,True,2024-07-08,2024-07-08,2024,28,2024-W28,False,Delhi,Cardiology,Cardivex,Unknown,120.9,34.1,410.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
07/25/2022,30,2022,  Maharashtra  ,cardiology,Cardivex,,298.8,66.9,956,Maharashtra,cardiology,Cardivex,,True,2022-07-25,2022-07-25,2022,30,2022-W30,False,Maharashtra,Cardiology,Cardivex,Unknown,298.8,66.9,956.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
04/21/2025,173,2025,MAHARASHTRA,cardiology,Vascolin,,302.4,,847,MAHARASHTRA,cardiology,Vascolin,,True,2025-04-21,2025-04-21,2025,17,2025-W17,False,Maharashtra,Cardiology,Vascolin,Unknown,302.4,,847.0,False,True,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
13/05/2024,124,2024,,DIABETES,Metforal,Novanta Pharma,249.9,50.7,743,,DIABETES,Metforal,Novanta Pharma,True,2024-05-13,2024-05-13,2024,20,2024-W20,False,Unknown,Diabetes,Metforal,Novanta Pharma,249.9,50.7,743.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
15/08/2022,33,2022,,  Diabetes  ,Glucotend,Glucera Health,281.0,62.4,862,,Diabetes,Glucotend,Glucera Health,True,2022-08-15,2022-08-15,2022,33,2022-W33,False,Unknown,Diabetes,Glucotend,Glucera Health,281.0,62.4,862.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
25-Nov-2024,152,2024,,Respiratory,Bronchel,Breathex Labs,140.0,31.1,449,,Respiratory,Bronchel,Breathex Labs,True,2024-11-25,2024-11-25,2024,48,2024-W48,False,Unknown,Respiratory,Bronchel,Breathex Labs,140.0,31.1,449.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
04/07/2025,171,2025,  Karnataka  ,respiratory,Respivan,,212.2,33.3,617,Karnataka,respiratory,Respivan,,True,2025-04-07,2025-04-07,2025,15,2025-W15,False,Karnataka,Respiratory,Respivan,Unknown,212.2,33.3,617.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
12/05/2025,176,2025,,  Respiratory  ,Respivan,Aerovant Pharma,207.8,49.9,571,,Respiratory,Respivan,Aerovant Pharma,True,2025-05-12,2025-05-12,2025,20,2025-W20,False,Unknown,Respiratory,Respivan,Aerovant Pharma,207.8,49.9,571.0,False,False,False,True,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION | DUPLICATE_RECORD
2024-06-17,129,2024,Karnatka,respiratory,Airovent,,107.0,29.4,315,Karnatka,respiratory,Airovent,,True,2024-06-17,2024-06-17,2024,25,2024-W25,False,Karnataka,Respiratory,Airovent,Unknown,107.0,29.4,315.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
11/25/2024,152,2024,  Gujarat  ,Cardiology,Cordamet,,176.9,57.6,577,Gujarat,Cardiology,Cordamet,,True,2024-11-25,2024-11-25,2024,48,2024-W48,False,Gujarat,Cardiology,Cordamet,Unknown,176.9,57.6,577.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2022/04/25,17,2022,Tamil Nadu,  Cardiology  ,Cordamet,,192.5,36.0,534,Tamil Nadu,Cardiology,Cordamet,,True,2022-04-25,2022-04-25,2022,17,2022-W17,False,Tamil Nadu,Cardiology,Cordamet,Unknown,192.5,36.0,534.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
12-Feb-2024,111,2024,  Rajasthan  ,diabetes,Insulyn,,169.2,39.3,573,Rajasthan,diabetes,Insulyn,,True,2024-02-12,2024-02-12,2024,7,2024-W07,False,Rajasthan,Diabetes,Insulyn,Unknown,169.2,39.3,573.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
06-Nov-2023,97,2023,,CARDIOLOGY,Cardivex,Corvyx Pharma,271.4,54.6,745,,CARDIOLOGY,Cardivex,Corvyx Pharma,True,2023-11-06,2023-11-06,2023,45,2023-W45,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,271.4,54.6,745.0,False,False,False,True,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION | DUPLICATE_RECORD
2023-02-13,59,2023,,CARDIOLOGY,Cardivex,Corvyx Pharma,99.9,26.9,269,,CARDIOLOGY,Cardivex,Corvyx Pharma,True,2023-02-13,2023-02-13,2023,7,2023-W07,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,99.9,26.9,269.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
04/22/2024,121,2024,Andhra Pradesh,Respiratory,Airovent,,100.0,38.0,274,Andhra Pradesh,Respiratory,Airovent,,True,2024-04-22,2024-04-22,2024,17,2024-W17,False,Andhra Pradesh,Respiratory,Airovent,Unknown,100.0,38.0,274.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
06/23/2025,182,2025,  Telangana  ,  Cardiology  ,Vascolin,,168.4,61.1,494,Telangana,Cardiology,Vascolin,,True,2025-06-23,2025-06-23,2025,26,2025-W26,False,Telangana,Cardiology,Vascolin,Unknown,168.4,61.1,494.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
02-Sep-2024,140,2024,,DIABETES,Metforal,Novanta Pharma,157.4,46.8,492,,DIABETES,Metforal,Novanta Pharma,True,2024-09-02,2024-09-02,2024,36,2024-W36,False,Unknown,Diabetes,Metforal,Novanta Pharma,157.4,46.8,492.0,False,False,False,True,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION | DUPLICATE_RECORD
12/23/2024,156,2024,,diabetes,Insulyn,Insulara Biotech,275.4,60.8,806,,diabetes,Insulyn,Insulara Biotech,True,2024-12-23,2024-12-23,2024,52,2024-W52,False,Unknown,Diabetes,Insulyn,Insulara Biotech,275.4,60.8,806.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
11/27/2023,100,2023,,diabetes,Metforal,Novanta Pharma,235.9,44.3,671,,diabetes,Metforal,Novanta Pharma,True,2023-11-27,2023-11-27,2023,48,2023-W48,False,Unknown,Diabetes,Metforal,Novanta Pharma,235.9,44.3,671.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
05/08/2024,136,2024,  Maharashtra  ,CARDIOLOGY,Cordamet,,412.6,122.0,1033,Maharashtra,CARDIOLOGY,Cordamet,,True,2024-08-05,2024-08-05,2024,32,2024-W32,False,Maharashtra,Cardiology,Cordamet,Unknown,412.6,122.0,1033.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2022-08-22,34,2022,,Diabetes,Insulyn,Insulara Biotech,219.5,,711,,Diabetes,Insulyn,Insulara Biotech,True,2022-08-22,2022-08-22,2022,34,2022-W34,False,Unknown,Diabetes,Insulyn,Insulara Biotech,219.5,,711.0,False,True,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
10/03/2022,40,2022,,RESPIRATORY,Airovent,Pulmovia Therapeutics,153.3,30.0,432,,RESPIRATORY,Airovent,Pulmovia Therapeutics,True,2022-10-03,2022-10-03,2022,40,2022-W40,False,Unknown,Respiratory,Airovent,Pulmovia Therapeutics,153.3,30.0,432.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
23/12/2024,156,2024,AndhraPradesh,  Cardiology  ,Cardivex,,137.0,41.9,432,AndhraPradesh,Cardiology,Cardivex,,True,2024-12-23,2024-12-23,2024,52,2024-W52,False,Andhra Pradesh,Cardiology,Cardivex,Unknown,137.0,41.9,432.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
02/28/2022,9,2022,,Diabetes,Glucotend,Glucera Health,156.0,35.9,398,,Diabetes,Glucotend,Glucera Health,True,2022-02-28,2022-02-28,2022,9,2022-W09,False,Unknown,Diabetes,Glucotend,Glucera Health,156.0,35.9,398.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
06/24/2024,130,2024,,cardiology,Cardivex,Corvyx Pharma,132.4,30.5,396,,cardiology,Cardivex,Corvyx Pharma,True,2024-06-24,2024-06-24,2024,26,2024-W26,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,132.4,30.5,396.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
04-Mar-2024,114,2024,MAHARASHTRA,respiratory,Bronchel,,254.0,55.5,640,MAHARASHTRA,respiratory,Bronchel,,True,2024-03-04,2024-03-04,2024,10,2024-W10,False,Maharashtra,Respiratory,Bronchel,Unknown,254.0,55.5,640.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2025/08/18,190,2025,,DIABETES,Glucotend,Glucera Health,253.4,77.4,804,,DIABETES,Glucotend,Glucera Health,True,2025-08-18,2025-08-18,2025,34,2025-W34,False,Unknown,Diabetes,Glucotend,Glucera Health,253.4,77.4,804.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
04/14/2025,172,2025,,DIABETES,Metforal,Novanta Pharma,202.8,34.4,685,,DIABETES,Metforal,Novanta Pharma,True,2025-04-14,2025-04-14,2025,16,2025-W16,False,Unknown,Diabetes,Metforal,Novanta Pharma,202.8,34.4,685.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
07/01/2024,131,2024,,CARDIOLOGY,Cordamet,Meditrix Labs,368.9,109.6,1161,,CARDIOLOGY,Cordamet,Meditrix Labs,True,2024-07-01,2024-07-01,2024,27,2024-W27,False,Unknown,Cardiology,Cordamet,Meditrix Labs,368.9,109.6,1161.0,False,False,False,True,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION | DUPLICATE_RECORD
12/08/2024,137,2024,rajasthan,CARDIOLOGY,Cordamet,,271.1,70.2,874,rajasthan,CARDIOLOGY,Cordamet,,True,2024-08-12,2024-08-12,2024,33,2024-W33,False,Rajasthan,Cardiology,Cordamet,Unknown,271.1,70.2,874.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2025/12/08,206,2025,,Diabetes,Metforal,Novanta Pharma,187.8,53.9,548,,Diabetes,Metforal,Novanta Pharma,True,2025-12-08,2025-12-08,2025,50,2025-W50,False,Unknown,Diabetes,Metforal,Novanta Pharma,187.8,53.9,548.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
08-Aug-2022,32,2022,,  Diabetes  ,Glucotend,Glucera Health,434.8,109.2,1385,,Diabetes,Glucotend,Glucera Health,True,2022-08-08,2022-08-08,2022,32,2022-W32,False,Unknown,Diabetes,Glucotend,Glucera Health,434.8,109.2,1385.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2022/09/26,39,2022,,cardiology,Cardivex,Corvyx Pharma,183.9,52.8,545,,cardiology,Cardivex,Corvyx Pharma,True,2022-09-26,2022-09-26,2022,39,2022-W39,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,183.9,52.8,545.0,False,False,False,True,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION | DUPLICATE_RECORD
2024/08/05,136,2024,kerala,respiratory,Airovent,,89.2,21.0,261,kerala,respiratory,Airovent,,True,2024-08-05,2024-08-05,2024,32,2024-W32,False,Kerala,Respiratory,Airovent,Unknown,89.2,21.0,261.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
12-Feb-2024,111,2024,Tamil Nadu,  Diabetes  ,Metforal,,201.2,41.1,631,Tamil Nadu,Diabetes,Metforal,,True,2024-02-12,2024-02-12,2024,7,2024-W07,False,Tamil Nadu,Diabetes,Metforal,Unknown,201.2,41.1,631.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
29/09/2025,196,2025,  West Bengal  ,  Diabetes  ,Insulyn,,195.9,43.3,556,West Bengal,Diabetes,Insulyn,,True,2025-09-29,2025-09-29,2025,40,2025-W40,False,West Bengal,Diabetes,Insulyn,Unknown,195.9,43.3,556.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
04-Jul-2022,27,2022,Maharashtra,diabetes,Insulyn,,230.3,76.7,672,Maharashtra,diabetes,Insulyn,,True,2022-07-04,2022-07-04,2022,27,2022-W27,False,Maharashtra,Diabetes,Insulyn,Unknown,230.3,76.7,672.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2025/08/18,190,2025,MAHARASHTRA,  Diabetes  ,Glucotend,,391.9,60.0,1178,MAHARASHTRA,Diabetes,Glucotend,,True,2025-08-18,2025-08-18,2025,34,2025-W34,False,Maharashtra,Diabetes,Glucotend,Unknown,391.9,60.0,1178.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2022-12-19,51,2022,  Gujarat  ,  Respiratory  ,Airovent,,189.1,52.3,531,Gujarat,Respiratory,Airovent,,True,2022-12-19,2022-12-19,2022,51,2022-W51,False,Gujarat,Respiratory,Airovent,Unknown,189.1,52.3,531.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
09/05/2022,19,2022,,respiratory,Airovent,Pulmovia Therapeutics,93.1,22.3,306,,respiratory,Airovent,Pulmovia Therapeutics,True,2022-05-09,2022-05-09,2022,19,2022-W19,False,Unknown,Respiratory,Airovent,Pulmovia Therapeutics,93.1,22.3,306.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2025-03-24,169,2025,,Respiratory,Bronchel,Breathex Labs,246.3,50.5,649,,Respiratory,Bronchel,Breathex Labs,True,2025-03-24,2025-03-24,2025,13,2025-W13,False,Unknown,Respiratory,Bronchel,Breathex Labs,246.3,50.5,649.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
14-Aug-2023,85,2023,GUJARAT,DIABETES,Glucotend,,232.6,56.2,778,GUJARAT,DIABETES,Glucotend,,True,2023-08-14,2023-08-14,2023,33,2023-W33,False,Gujarat,Diabetes,Glucotend,Unknown,232.6,56.2,778.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
06/09/2025,180,2025,AndhraPradesh,cardiology,Cardivex,,154.9,42.0,411,AndhraPradesh,cardiology,Cardivex,,True,2025-06-09,2025-06-09,2025,24,2025-W24,False,Andhra Pradesh,Cardiology,Cardivex,Unknown,154.9,42.0,411.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2025-06-30,183,2025,Tamil Nadu,  Respiratory  ,Bronchel,,265.7,63.9,,Tamil Nadu,Respiratory,Bronchel,,True,2025-06-30,2025-06-30,2025,27,2025-W27,False,Tamil Nadu,Respiratory,Bronchel,Unknown,265.7,63.9,,False,True,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
02/10/2023,92,2023,telangana,diabetes,Metforal,,210.6,63.8,601,telangana,diabetes,Metforal,,True,2023-10-02,2023-10-02,2023,40,2023-W40,False,Telangana,Diabetes,Metforal,Unknown,210.6,63.8,601.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
05/27/2024,126,2024,,  Respiratory  ,Respivan,Aerovant Pharma,201.5,49.7,587,,Respiratory,Respivan,Aerovant Pharma,True,2024-05-27,2024-05-27,2024,22,2024-W22,False,Unknown,Respiratory,Respivan,Aerovant Pharma,201.5,49.7,587.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
01/04/2024,118,2024,,  Respiratory  ,Bronchel,Breathex Labs,170.8,40.5,495,,Respiratory,Bronchel,Breathex Labs,True,2024-04-01,2024-04-01,2024,14,2024-W14,False,Unknown,Respiratory,Bronchel,Breathex Labs,170.8,40.5,495.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
07-Aug-2023,84,2023,Kerala,respiratory,Bronchel,,186.4,55.3,595,Kerala,respiratory,Bronchel,,True,2023-08-07,2023-08-07,2023,32,2023-W32,False,Kerala,Respiratory,Bronchel,Unknown,186.4,55.3,595.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2022-01-17,3,2022,WEST BENGAL,DIABETES,Metforal,,156.9,46.7,479,WEST BENGAL,DIABETES,Metforal,,True,2022-01-17,2022-01-17,2022,3,2022-W03,False,West Bengal,Diabetes,Metforal,Unknown,156.9,46.7,479.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
14-Oct-2024,146,2024,west bengal,CARDIOLOGY,Vascolin,,247.9,59.0,831,west bengal,CARDIOLOGY,Vascolin,,True,2024-10-14,2024-10-14,2024,42,2024-W42,False,West Bengal,Cardiology,Vascolin,Unknown,247.9,59.0,831.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2025/01/13,159,2025,TELANGANA,diabetes,Metforal,,162.8,38.2,433,TELANGANA,diabetes,Metforal,,True,2025-01-13,2025-01-13,2025,3,2025-W03,False,Telangana,Diabetes,Metforal,Unknown,162.8,38.2,433.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
05/27/2024,126,2024,Tamil Ndu,  Respiratory  ,Airovent,,116.6,33.3,335,Tamil Ndu,Respiratory,Airovent,,True,2024-05-27,2024-05-27,2024,22,2024-W22,False,Tamil Nadu,Respiratory,Airovent,Unknown,116.6,33.3,335.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2023/08/14,85,2023,,Diabetes,Insulyn,Insulara Biotech,225.3,76.0,728,,Diabetes,Insulyn,Insulara Biotech,True,2023-08-14,2023-08-14,2023,33,2023-W33,False,Unknown,Diabetes,Insulyn,Insulara Biotech,225.3,76.0,728.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
22/04/2024,121,2024,MAHARASHTRA,Respiratory,Bronchel,,319.4,65.5,1036,MAHARASHTRA,Respiratory,Bronchel,,True,2024-04-22,2024-04-22,2024,17,2024-W17,False,Maharashtra,Respiratory,Bronchel,Unknown,319.4,65.5,1036.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
11/09/2023,89,2023,,Respiratory,Airovent,Pulmovia Therapeutics,135.0,23.9,404,,Respiratory,Airovent,Pulmovia Therapeutics,True,2023-09-11,2023-09-11,2023,37,2023-W37,False,Unknown,Respiratory,Airovent,Pulmovia Therapeutics,135.0,23.9,404.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2022-06-20,25,2022,  Kerala  ,  Diabetes  ,Insulyn,,158.9,60.0,457,Kerala,Diabetes,Insulyn,,True,2022-06-20,2022-06-20,2022,25,2022-W25,False,Kerala,Diabetes,Insulyn,Unknown,158.9,60.0,457.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2023/04/24,69,2023,,  Respiratory  ,Bronchel,Breathex Labs,187.7,56.5,499,,Respiratory,Bronchel,Breathex Labs,True,2023-04-24,2023-04-24,2023,17,2023-W17,False,Unknown,Respiratory,Bronchel,Breathex Labs,187.7,56.5,499.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
05/08/2024,136,2024,  Delhi  ,DIABETES,Glucotend,,245.8,71.0,815,Delhi,DIABETES,Glucotend,,True,2024-08-05,2024-08-05,2024,32,2024-W32,False,Delhi,Diabetes,Glucotend,Unknown,245.8,71.0,815.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
07-Apr-2025,171,2025,Gujarat,CARDIOLOGY,Vascolin,,205.7,55.6,600,Gujarat,CARDIOLOGY,Vascolin,,True,2025-04-07,2025-04-07,2025,15,2025-W15,False,Gujarat,Cardiology,Vascolin,Unknown,205.7,55.6,600.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2023/06/19,77,2023,Tamilnadu,respiratory,Respivan,,166.0,32.3,475,Tamilnadu,respiratory,Respivan,,True,2023-06-19,2023-06-19,2023,25,2023-W25,False,Tamil Nadu,Respiratory,Respivan,Unknown,166.0,32.3,475.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
06/23/2025,182,2025,,  Cardiology  ,Vascolin,Zenova Biosciences,147.8,41.3,416,,Cardiology,Vascolin,Zenova Biosciences,True,2025-06-23,2025-06-23,2025,26,2025-W26,False,Unknown,Cardiology,Vascolin,Zenova Biosciences,147.8,41.3,416.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
06-Nov-2023,97,2023,,  Respiratory  ,Airovent,Pulmovia Therapeutics,256.0,68.9,776,,Respiratory,Airovent,Pulmovia Therapeutics,True,2023-11-06,2023-11-06,2023,45,2023-W45,False,Unknown,Respiratory,Airovent,Pulmovia Therapeutics,256.0,68.9,776.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
